-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.076812
-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.175458
-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.375267
-0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.576103
0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.776105
0.021000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771308.976034
0.049000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771309.176163
0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771309.375823
0.143000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771309.575862
0.207000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771309.775989
0.283000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771309.976013
0.371000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771310.176200
0.472000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771310.376778
0.584000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771310.576813
0.704000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771310.776317
0.823000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771310.976451
0.943000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771311.176115
1.063000,-0.001000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771311.376125
1.183000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771311.577135
1.303000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771311.777204
1.423000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771311.977296
1.543000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771312.176660
1.663000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771312.376719
1.783000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771312.577515
1.902000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771312.777631
2.023000,-0.001000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771312.976651
2.142000,-0.001000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771313.177195
2.262000,-0.001000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771313.376864
2.382000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771313.578153
2.502000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771313.778023
2.622000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771313.977702
2.742000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771314.177871
2.862000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771314.377109
2.981000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771314.577256
3.101000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771314.777866
3.221000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771314.978499
3.341000,-0.001000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771315.177753
3.461000,-0.002000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771315.378031
3.581000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771315.578530
3.701000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771315.777565
3.821000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771315.978689
3.941000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771316.178335
4.061000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771316.378351
4.180000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771316.579071
4.300000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771316.779152
4.420000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771316.978167
4.540000,-0.002000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771317.179439
4.660000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771317.378457
4.780000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771317.578736
4.900000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771317.778619
5.020000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771317.979661
5.140000,-0.002000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771318.179691
5.260000,-0.002000,0.000000,0.000000,0.000000,-0.008918,0.999960,1510771318.379795
5.379000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771318.579834
5.499000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771318.779601
5.619000,-0.002000,0.000000,0.000000,0.000000,0.000000,1.000000,1510771318.979683
