-0.044211,-0.022592,-0.915938,0.398233,-0.001065,0.001065,-0.000000,-0.176046,-0.147304,10.115472,1517489301.318520
-0.044311,-0.022559,-0.916207,0.398367,0.000000,-0.001065,0.001065,-0.176046,-0.411373,9.968168,1517489301.421273
-0.044278,-0.022525,-0.915938,0.398199,0.006392,-0.001065,0.008522,-0.235327,-0.206585,10.153196,1517489301.570055
-0.044076,-0.023163,-0.915703,0.398770,-0.007457,0.001065,0.003196,-0.343110,-0.167064,10.163975,1517489301.721577
-0.044546,-0.022894,-0.915703,0.398736,0.008522,-0.006392,0.007457,-0.255087,-0.353889,9.977150,1517489301.824461
-0.044479,-0.023431,-0.915804,0.399206,-0.015979,-0.006392,0.003196,-0.402391,0.441912,10.045413,1517489301.923969
-0.045084,-0.022659,-0.915301,0.399609,-0.010653,0.003196,0.008522,-0.274848,-0.391613,10.192717,1517489302.074864
-0.043271,-0.023029,-0.915133,0.400146,0.031958,-0.003196,0.011718,-0.745502,0.039521,9.770565,1517489302.226488
-0.043607,-0.024203,-0.914696,0.400717,-0.002131,-0.005326,-0.000000,0.118562,0.608976,9.662782,1517489302.327775
-0.044479,-0.025143,-0.915066,0.400045,0.002131,-0.027697,-0.025566,-0.501193,0.059281,10.232237,1517489302.479044
-0.044244,-0.027023,-0.914562,0.401120,0.067112,0.037284,0.006392,0.353889,1.147893,9.968168,1517489302.580055
-0.042264,-0.028635,-0.914629,0.401052,0.054329,0.018110,-0.007457,-0.176046,-0.538917,9.810086,1517489302.680069
-0.039578,-0.032394,-0.914428,0.401489,0.049002,0.035154,0.007457,0.156286,0.176046,9.565777,1517489302.831599
-0.038739,-0.034375,-0.914428,0.401455,0.062851,0.011718,0.025566,0.569456,0.785022,9.977150,1517489302.931101
-0.037631,-0.037732,-0.914159,0.401825,-0.010653,0.003196,-0.022371,-0.804783,0.569456,10.212477,1517489303.083613
-0.039444,-0.039276,-0.914025,0.401825,-0.018110,0.070308,0.015979,1.834114,-0.068263,8.908298,1517489303.235006
-0.038705,-0.036154,-0.914327,0.402261,-0.057524,0.005326,0.038350,-0.736520,0.283830,9.702302,1517489303.338557
-0.035382,-0.036154,-0.913991,0.401992,0.058590,0.071373,-0.002131,-0.696999,4.120919,8.967579,1517489303.488807
-0.037094,-0.034341,-0.914327,0.401791,-0.258859,-0.014914,-0.010653,1.059870,3.670025,9.466975,1517489303.587315
-0.039142,-0.030481,-0.914898,0.401388,-0.222640,-0.025566,-0.079895,-1.902377,-7.564598,12.283715,1517489303.688821
-0.041559,-0.033133,-0.914058,0.402060,0.035154,-0.034088,0.072438,2.610155,-2.629915,11.870545,1517489303.839844
-0.040787,-0.031421,-0.912212,0.406457,0.007457,0.011718,0.220510,-0.402391,1.686810,9.319671,1517489303.942602
-0.039612,-0.034677,-0.905935,0.420153,-0.123571,-0.106527,0.158725,-0.147304,5.552641,10.605887,1517489304.091243
-0.041525,-0.035248,-0.902511,0.426062,0.126767,0.019175,-0.023436,1.609565,-0.294608,8.143036,1517489304.245895
-0.041894,-0.037497,-0.902108,0.427874,0.052198,-0.002131,0.002131,-0.646700,-1.677828,8.908298,1517489304.343160
-0.045386,-0.036691,-0.901101,0.429653,0.079895,0.033023,0.011718,0.617958,-0.716760,8.662193,1517489304.496055
-0.046527,-0.036792,-0.900933,0.429855,-0.050067,0.007457,-0.013848,-1.559267,0.008982,11.360370,1517489304.597556
-0.047601,-0.035449,-0.900530,0.430694,-0.190682,0.011718,0.019175,0.127544,2.992786,10.183735,1517489304.698691
-0.047299,-0.032126,-0.901235,0.429519,0.046872,0.089482,0.015979,-1.451483,-0.705981,9.741823,1517489304.848224
-0.047031,-0.031723,-0.901772,0.428479,-0.109722,-0.099070,-0.045806,-1.972436,0.558677,9.192128,1517489304.952475
-0.046460,-0.029843,-0.902242,0.428411,-0.119310,0.072438,-0.035154,-0.068263,3.070031,11.380131,1517489305.101156
-0.045419,-0.027527,-0.902544,0.427471,0.096939,0.014914,0.011718,-0.785022,-0.156286,10.428044,1517489305.202767
-0.042566,-0.024841,-0.902746,0.427304,-0.144876,0.124636,-0.043676,1.521542,0.853285,10.192717,1517489305.353791
-0.042230,-0.027795,-0.904525,0.423443,0.018110,0.035154,-0.029827,-0.538917,-2.256266,10.280740,1517489305.505171
-0.040384,-0.031119,-0.904760,0.423577,0.121440,0.025566,0.007457,-0.589216,4.217924,10.605887,1517489305.606442
-0.040451,-0.031354,-0.905163,0.422000,0.025566,0.040480,0.025566,2.020939,0.186825,10.144214,1517489305.758704
-0.039108,-0.031656,-0.904894,0.422671,-0.017044,-0.043676,-0.001065,-0.391613,2.364049,9.968168,1517489305.860217
-0.038840,-0.032999,-0.905733,0.421496,-0.014914,0.006392,-0.007457,-0.617958,1.393999,9.860385,1517489305.960248
-0.040250,-0.030951,-0.906270,0.419616,0.044741,0.049002,-0.042611,0.716760,-2.550874,11.085523,1517489306.111993
-0.038470,-0.034106,-0.909157,0.413272,0.009587,0.007457,-0.234358,-0.028742,7.859206,9.702302,1517489306.212267
-0.037094,-0.034341,-0.915233,0.399810,-0.086286,0.041545,-0.145941,-2.148482,-6.023296,10.331039,1517489306.360796
-0.035953,-0.035248,-0.916207,0.397561,0.063916,-0.029827,-0.093743,-1.638308,5.444858,10.192717,1517489306.463807
-0.034241,-0.046158,-0.916576,0.395681,0.148072,0.118244,-0.000000,4.523310,0.215567,10.007689,1517489306.616431
-0.037295,-0.033435,-0.917885,0.393634,-0.337689,-0.182160,0.109722,-2.845482,6.386166,7.672382,1517489306.765712
-0.037430,-0.032629,-0.918725,0.391787,-0.161920,-0.023436,-0.099070,-0.864064,4.140679,10.379541,1517489306.867244
-0.037598,-0.029810,-0.917919,0.393835,0.181095,0.036219,-0.066046,-2.511353,2.364049,10.438822,1517489306.970126
-0.048843,-0.030582,-0.920437,0.384738,0.129962,0.019175,0.297209,6.819096,-0.971847,7.259212,1517489307.121254
-0.041760,-0.034879,-0.919597,0.389102,-0.046872,-0.034088,-0.172573,7.004125,4.129901,8.279562,1517489307.222317
-0.040652,-0.035550,-0.920302,0.388229,0.101200,-0.061785,-0.062851,-3.962836,-3.070031,10.203495,1517489307.372400
-0.039880,-0.037329,-0.919900,0.389102,-0.022371,0.024501,0.014914,0.961069,1.972436,11.232827,1517489307.523758
-0.039578,-0.036389,-0.919262,0.389975,0.020240,0.043676,-0.009587,1.147893,-0.186825,10.370559,1517489307.623661
-0.038336,-0.038504,-0.919530,0.389270,0.071373,-0.025566,0.011718,0.402391,1.579027,9.693320,1517489307.778113
-0.037698,-0.039410,-0.919597,0.389807,0.025566,0.011718,-0.044741,-0.461672,1.550285,9.035842,1517489307.875512
-0.039209,-0.038068,-0.919228,0.389907,0.031958,-0.007457,-0.014914,1.649086,-1.785612,10.830435,1517489307.977617
-0.037195,-0.039108,-0.919094,0.390344,0.246076,0.164051,0.128897,-0.294608,-1.598787,9.889127,1517489308.129126
-0.034207,-0.043405,-0.921007,0.386349,-0.291883,-0.219445,-0.236489,-4.325707,4.268223,9.035842,1517489308.230504
-0.039712,-0.034744,-0.921142,0.385644,-0.011718,-0.036219,-0.137419,-0.549695,-1.579027,10.663371,1517489308.381656
-0.042197,-0.032629,-0.920101,0.388028,0.054329,-0.061785,0.020240,-2.128722,0.578438,11.037020,1517489308.481183
-0.041290,-0.028534,-0.919094,0.390814,0.066046,0.259925,0.079895,-0.088023,-3.404159,9.693320,1517489308.635587
-0.032193,-0.034711,-0.920907,0.386853,0.041545,-0.402670,-0.220510,-6.729277,0.323350,6.396945,1517489308.734200
-0.038538,-0.028567,-0.919900,0.389236,0.080960,-0.036219,-0.124636,-0.176046,1.913155,10.909476,1517489308.883740
-0.040887,-0.029004,-0.919967,0.388195,0.063916,-0.002131,-0.031958,-0.441912,-1.884413,9.123865,1517489309.037995
-0.043439,-0.028433,-0.920000,0.388464,-0.080960,-0.013848,0.019175,-1.284419,1.932916,10.045413,1517489309.141018
-0.044614,-0.027325,-0.920202,0.388095,-0.007457,0.000000,0.053263,0.402391,-0.912566,10.478343,1517489309.238651
-0.042197,-0.023196,-0.919530,0.390075,0.044741,0.024501,-0.005326,-2.049681,-3.217334,9.271169,1517489309.390176
-0.042129,-0.025110,-0.919732,0.389437,-0.008522,0.006392,0.044741,1.334718,1.108373,10.379541,1517489309.492098
-0.042230,-0.028635,-0.919967,0.388632,-0.013848,-0.094809,0.018110,0.215567,1.609565,9.968168,1517489309.591683
-0.042834,-0.030280,-0.919900,0.388632,0.103331,0.008522,-0.023436,1.491004,-1.246695,11.184324,1517489309.741844
-0.041290,-0.032831,-0.919765,0.388934,0.058590,-0.008522,-0.006392,-0.481433,-0.028742,10.841214,1517489309.845336
-0.040417,-0.034073,-0.918624,0.391586,-0.113983,-0.019175,-0.035154,-0.756280,2.216745,9.447215,1517489310.044004
-0.040753,-0.032126,-0.918456,0.392089,-0.078830,0.053263,-0.055394,0.039521,1.521542,10.163975,1517489310.147032
-0.039276,-0.029272,-0.918691,0.391922,0.014914,0.052198,0.059655,0.873046,-3.502960,10.801693,1517489310.247891
-0.037228,-0.029071,-0.918355,0.392895,0.031958,0.025566,-0.049002,-2.148482,-0.176046,9.810086,1517489310.297899
-0.037698,-0.027728,-0.919060,0.391317,-0.077764,-0.029827,0.026632,-0.422152,0.362871,10.311279,1517489310.349272
-0.039947,-0.021082,-0.917315,0.395614,0.024501,-0.096939,0.038350,-1.266455,-4.013135,9.319671,1517489310.651452
-0.044177,-0.016885,-0.915435,0.399710,-0.037284,0.049002,-0.009587,1.992197,-2.148482,10.781933,1517489310.754086
-0.040720,-0.020377,-0.916643,0.397863,-0.043676,-0.017044,0.019175,-0.598198,3.707749,11.762762,1517489310.852719
-0.040619,-0.021249,-0.916442,0.398300,0.010653,-0.025566,0.022371,-1.686810,-1.128133,9.163385,1517489311.057510
-0.042129,-0.021484,-0.915838,0.399005,0.192813,-0.101200,-0.061785,-1.952676,-6.740055,10.526845,1517489311.156255
-0.042969,-0.025882,-0.916173,0.397662,0.063916,0.035154,0.003196,0.912566,-1.873635,8.888538,1517489311.257808
-0.041156,-0.029541,-0.916207,0.397461,0.045806,0.000000,0.060720,-0.382631,-0.490414,9.350210,1517489311.409313
-0.040115,-0.029340,-0.916610,0.396655,-0.066046,0.029827,-0.024501,0.864064,1.873635,9.387934,1517489311.510181
-0.041122,-0.025311,-0.916979,0.395950,-0.051133,-0.009587,-0.025566,0.628736,-0.637718,9.968168,1517489311.660325
-0.042801,-0.021149,-0.916912,0.396185,-0.014914,0.019175,0.051133,-1.068852,-1.176635,8.514889,1517489311.760333
-0.041794,-0.021619,-0.916945,0.396185,-0.089482,-0.025566,0.023436,0.558677,2.364049,9.585537,1517489311.861901
-0.042499,-0.020377,-0.916845,0.396487,-0.011718,0.028762,0.006392,0.853285,-0.952087,10.781933,1517489312.013188
