-30.061862166666668,-51.175904333333335,30.800000000000001,1510770565.087421
-30.061862000000001,-51.175904333333335,30.899999999999999,1510770566.093856
-30.061862000000001,-51.175904333333335,30.899999999999999,1510770567.074919
-30.061862000000001,-51.175904333333335,30.899999999999999,1510770568.077953
-30.061862333333334,-51.175904500000001,30.899999999999999,1510770569.083999
-30.061862333333334,-51.175904666666668,30.899999999999999,1510770570.082235
-30.061863166666665,-51.175904833333334,30.899999999999999,1510770571.087562
-30.061865999999998,-51.175904833333334,30.899999999999999,1510770572.096095
-30.061870666666668,-51.175905166666666,30.800000000000001,1510770573.077708
-30.061875833333332,-51.175905333333333,30.800000000000001,1510770574.078682
-30.061881000000000,-51.175905333333333,30.699999999999999,1510770575.080742
-30.061886000000001,-51.175905166666666,30.800000000000001,1510770576.091762
-30.061890999999999,-51.175905166666666,30.699999999999999,1510770577.078383
-30.061895833333335,-51.175905333333333,30.699999999999999,1510770578.076228
-30.061900833333333,-51.175905833333331,30.699999999999999,1510770579.076212
-30.061906166666667,-51.175905833333331,30.699999999999999,1510770580.080825
-30.061911666666667,-51.175905833333331,30.599999999999998,1510770581.077619
-30.061916000000000,-51.175905833333331,30.599999999999998,1510770582.080895
-30.061918166666668,-51.175905833333331,30.500000000000000,1510770583.079785
-30.061918833333333,-51.175905999999998,30.399999999999999,1510770584.074363
-30.061918500000001,-51.175906666666670,30.399999999999999,1510770585.072966
-30.061918333333335,-51.175907166666669,30.399999999999999,1510770586.088935
-30.061918166666668,-51.175906166666664,30.399999999999999,1510770587.091714
-30.061917999999999,-51.175903166666664,30.399999999999999,1510770588.092228
-30.061917999999999,-51.175898166666670,30.399999999999999,1510770589.076680
-30.061918166666668,-51.175892500000003,30.399999999999999,1510770590.078501
-30.061918166666668,-51.175886833333337,30.399999999999999,1510770591.089534
-30.061917999999999,-51.175880999999997,30.300000000000001,1510770592.077956
-30.061918166666668,-51.175875333333330,30.300000000000001,1510770593.079275
-30.061917999999999,-51.175869833333330,30.300000000000001,1510770594.076530
-30.061918333333335,-51.175863999999997,30.199999999999999,1510770595.080013
-30.061918500000001,-51.175860333333333,30.099999999999998,1510770596.075766
-30.061918666666667,-51.175859666666668,30.099999999999998,1510770597.076264
-30.061918666666667,-51.175860000000000,30.099999999999998,1510770598.076243
-30.061918666666667,-51.175860166666666,30.099999999999998,1510770599.078228
-30.061918666666667,-51.175860333333333,30.099999999999998,1510770600.076190
-30.061916833333335,-51.175860166666666,30.099999999999998,1510770601.093272
-30.061912666666668,-51.175860000000000,30.000000000000000,1510770602.090051
