39,55,49,1517516659.397949
38,55,49,1517516659.513202
38,55,49,1517516659.659140
38,55,49,1517516659.775388
38,55,49,1517516659.921517
39,55,51,1517516660.037736
39,53,51,1517516660.143353
38,54,51,1517516660.298841
38,52,50,1517516660.405404
39,48,50,1517516660.510189
40,49,49,1517516660.667127
39,54,49,1517516660.772575
40,49,49,1517516660.928235
40,51,50,1517516661.035030
40,51,50,1517516661.149866
40,51,50,1517516661.296349
40,51,50,1517516661.412341
40,51,50,1517516661.558737
40,51,50,1517516661.674838
40,51,50,1517516661.780579
40,51,50,1517516661.936060
40,51,50,1517516662.041729
40,51,50,1517516662.147394
40,51,50,1517516662.304222
40,51,50,1517516662.410812
40,51,50,1517516662.565367
40,54,50,1517516662.672373
44,52,52,1517516662.786947
44,54,50,1517516662.933405
43,52,51,1517516663.049416
43,54,52,1517516663.196001
44,50,51,1517516663.312862
44,51,52,1517516663.420065
45,50,51,1517516663.573290
44,51,52,1517516663.680566
47,53,52,1517516663.786134
47,50,53,1517516663.941672
47,51,53,1517516664.047201
44,51,55,1517516664.202594
44,52,56,1517516664.309310
46,52,53,1517516664.425479
43,51,53,1517516664.570892
48,52,54,1517516664.686918
46,52,55,1517516664.833160
45,50,58,1517516664.949186
46,51,58,1517516665.055159
47,50,56,1517516665.210437
47,50,57,1517516665.317174
45,59,55,1517516665.422590
46,53,55,1517516665.578613
44,52,55,1517516665.684204
44,48,54,1517516665.839763
45,51,54,1517516665.946894
44,51,54,1517516666.064767
44,54,57,1517516666.208146
45,50,57,1517516666.324251
46,59,56,1517516666.470368
46,52,53,1517516666.586373
47,52,53,1517516666.692157
47,51,59,1517516666.847639
48,52,58,1517516666.953246
48,53,58,1517516667.058662
49,52,56,1517516667.215925
50,53,63,1517516667.321357
49,55,56,1517516667.478275
48,51,53,1517516667.583977
48,51,53,1517516667.700034
48,51,53,1517516667.845387
48,51,53,1517516667.961685
48,51,53,1517516668.107652
48,51,53,1517516668.227523
48,51,53,1517516668.335521
48,51,53,1517516668.484948
48,51,53,1517516668.592463
48,51,53,1517516668.699154
48,51,53,1517516668.853010
48,51,53,1517516668.958766
51,51,53,1517516669.114195
51,49,53,1517516669.221190
47,49,49,1517516669.337413
47,50,50,1517516669.482996
48,50,50,1517516669.600427
48,50,49,1517516669.744765
48,50,49,1517516669.861108
48,50,52,1517516669.966505
47,54,50,1517516670.122071
47,51,50,1517516670.227718
47,51,51,1517516670.334171
46,52,50,1517516670.490251
46,54,48,1517516670.597003
46,50,49,1517516670.751866
47,52,51,1517516670.858629
46,49,50,1517516670.974308
47,49,51,1517516671.119665
49,49,52,1517516671.235651
49,49,53,1517516671.381980
48,49,53,1517516671.498145
50,49,51,1517516671.604684
50,51,51,1517516671.759441
50,51,48,1517516671.864906
49,50,48,1517516671.970444
49,49,50,1517516672.127333
51,49,49,1517516672.232991
53,52,48,1517516672.388657
55,52,46,1517516672.495607
52,52,46,1517516672.611753
51,51,44,1517516672.756658
49,54,44,1517516672.872792
53,52,44,1517516673.019160
50,57,46,1517516673.136516
50,56,45,1517516673.241140
51,56,46,1517516673.396575
53,52,46,1517516673.506523
53,53,46,1517516673.610682
53,55,46,1517516673.765288
57,55,50,1517516673.872348
56,51,56,1517516674.025849
56,49,47,1517516674.135081
56,50,47,1517516674.252049
53,50,48,1517516674.394624
53,54,49,1517516674.511365
56,56,46,1517516674.656877
50,56,46,1517516674.772440
50,62,46,1517516674.878070
52,57,46,1517516675.033668
50,57,47,1517516675.139380
51,57,46,1517516675.245821
51,55,47,1517516675.401851
50,61,47,1517516675.508549
59,55,47,1517516675.663005
52,55,50,1517516675.770234
55,56,52,1517516675.886242
58,52,51,1517516676.031144
58,49,48,1517516676.147207
51,49,49,1517516676.293620
54,47,48,1517516676.409689
52,49,47,1517516676.515321
